"header","class","mechanism","group","hessSRR094424","shiSRR873453","stewartERR2027897","stewartERR2027900","stewartERR2027917","hessSRR094417","stewartERR2027930","wallaceERR983267","shiSRR873460","shiSRR873452","stewartERR2027891","wallaceERR983263","shiSRR873606","stewartERR2027921","stewartERR2027890","stewartERR2027903","stewartERR2027904","wallaceERR2027890","shiSRR873603","stewartERR2027895","hessSRR094427","wallaceERR2282092","stewartERR2027928","shiSRR873601","hessSRR094416","wallaceERR983268","stewartERR2027914","stewartERR2027905","wallaceERR983265","shiSRR873461","shiSRR873450","stewartERR2027924","shiSRR873457","stewartERR2027919","stewartERR2027925","stewartERR2027910","shiSRR1267595","stewartERR2027927","shiSRR873463","stewartERR2027894","stewartERR2027899","stewartERR2027920","wallaceERR983264","shiSRR873455","wallaceERR2530126","stewartERR2027915","shiSRR873458","stewartERR2027916","stewartERR2027907","shiSRR873456","stewartERR2027901","hessSRR094403","stewartERR2027913","hessSRR094418","shiSRR873598","shiSRR873465","shiSRR873607","shiSRR873600","hessSRR094428","wallaceERR983269","shiSRR873602","stewartERR2027926","stewartERR2027923","shiSRR873464","shiSRR873608","stewartERR2027908","stewartERR2027893","shiSRR1222431","hessSRR094166","stewartERR2027898","stewartERR2027902","shiSRR873605","stewartERR2027909","stewartERR2027929","shiSRR873454","wallaceERR2530127","wallaceERR983266","shiSRR873595","shiSRR873610","hessSRR094405","wallaceERR983262","wallaceERR2027889","stewartERR2027892","stewartERR2027912","stewartERR2027906","shiSRR873451","hessSRR094419","shiSRR873609","shiSRR873596","stewartERR2027896","stewartERR2027922","stewartERR2027918","stewartERR2027889","shiSRR873462","shiSRR873459","shiSRR873599","stewartERR2027911","hessSRR094415","shiSRR873604","shiSRR873597"
"MEG_2469|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCD","Multi-metal resistance","Multi-metal RND efflux regulator","CZCD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09155479792599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2470|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCE","Multi-metal resistance","Multi-metal RND efflux pumps","CZCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.538248455146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2471|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCP","Multi-metal resistance","Multi-metal RND efflux pumps","CZCP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4446338518361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2472|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCR","Multi-metal resistance","Multi-metal RND efflux regulator","CZCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7849989345834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2473|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCR","Multi-metal resistance","Multi-metal RND efflux regulator","CZCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4186376873357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2474|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCS","Multi-metal resistance","Multi-metal RND efflux regulator","CZCS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32147169543291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2475|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCS","Multi-metal resistance","Multi-metal RND efflux regulator","CZCS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17941615171532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2650|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DMEF","Multi-metal resistance","Multi-metal resistance protein","DMEF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.781163434903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2735|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EMRRSM","Drug and biocide resistance","Drug and biocide MFS efflux regulator","EMRRSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45135247909145
"MEG_2760|Drugs|MLS|23S_rRNA_methyltransferases|ERM","MLS","23S rRNA methyltransferases","ERM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB","MLS","23S rRNA methyltransferases","ERMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144581797151739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB","MLS","23S rRNA methyltransferases","ERMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74363865627728,0,0,0,0,0,0,0,0,0,0,0
"MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB","MLS","23S rRNA methyltransferases","ERMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260247234873129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711306540786964,0,0,0,0,0,0,0,0,0,0,0
"MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF","MLS","23S rRNA methyltransferases","ERMF",0,0,0,0,3.73134328358209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94648166501487,8.09151785714286,0,0,0,0,0,0,0,0,0,0,0,0,3.68550368550369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27314912465725,0,0,0,6.63507109004739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79426644182125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF","MLS","23S rRNA methyltransferases","ERMF",0,0,2.17817468961011,0,3.19829424307036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55898146544258,3.96432111000991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50236966824645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58347386172007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG","MLS","23S rRNA methyltransferases","ERMG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28689200329761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86350620426344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG","MLS","23S rRNA methyltransferases","ERMG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13617562838053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE","Acid resistance","Acid resistance regulator","GADE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10967098703888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX","Drug and biocide resistance","Drug and biocide RND efflux regulator","GADX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27442671984048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA","Acid resistance","Acid resistance protein","HDEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49551345962114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_352|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC6-PRIME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7356180040275
"MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC","MLS","Lincosamide nucleotidyltransferases","LNUC",85.2040075504574,0,6.75234153779133,92.1723834652595,13.592750533049,34.5002536783359,21.0315473209815,20.0072753728629,0,0,4.43951165371809,16.8253968253968,0,8.56793145654835,6.0077519379845,19.0599256985947,172.135201978566,3.52250489236791,0,16.7975168888077,88.1298992161254,12.6429433908658,36.8181818181818,0,44.2692540933899,12.1920875839761,5.36982504763554,97.7205153617443,58.8727678571429,0,21.9591369104449,10.9433962264151,0,14.4389438943894,27.7630883130619,9.37555280382098,0,12.9680365296804,0,111.369448965357,26.580984372718,4.91400491400491,208.828522920204,21.9842164599775,0,61.1769686706181,0,13.3227597145123,83.6030204962244,0,33.8848234171174,33.7013364323068,17.5143953934741,39.8040416411513,0,0,0,38.0109670987039,91.7316803818888,11.9536794919686,0,5.27314912465725,11.5800700898979,0,0,28.1990521327014,7.29427855026214,0,26.6331658291457,12.4838172739042,7.76737701653057,0,4.79751657965289,12.9895689824838,0,29.7326786688489,10.7615894039735,35.3847640210618,0,29.6979006656426,114.627887082977,15.7189089227924,29.1211648465939,10.539629005059,166.352497643732,0,86.9827846572033,0,4.07384655177988,6.03918102813375,9.24054288189431,16.8736071314868,15.7189089227924,0,0,0,4.72711645896003,47.0873786407767,0,0
"MEG_3813|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA","MLS","MLS resistance MFS efflux pumps","MEFA",41.3823145055902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA","MLS","MLS resistance MFS efflux pumps","MEFA",51.9239146217511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0491254319404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_3815|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA","MLS","MLS resistance MFS efflux pumps","MEFA",48.787570785538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_3816|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA","MLS","MLS resistance MFS efflux pumps","MEFA",60.3746188471032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.194364290549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA","MLS","MLS resistance MFS efflux pumps","MEFA",363.031799041673,0,31.3657155303855,65.9630606860158,25.5863539445629,182.648401826484,26.7901852779169,31.2841033102947,0,0,32.9263780984092,96.5079365079365,0,40.5665326105963,18.6046511627907,35.3739298982394,41.714756801319,22.7005870841487,0,38.7073215263831,257.782754759239,4.97194403011578,23.4090909090909,0,229.836264402668,45.036078626524,40.533518101507,56.6897918731417,448.660714285714,0,0,19.4339622641509,0,33.2095709570957,32.7868852459016,36.6177251017159,0,24.2922374429224,0,171.588002790049,54.4764130276033,26.3250263250263,41.3533834586466,0,0,26.2489415749365,0,31.086439333862,47.9144192736426,0,83.9961819917277,235.909355026148,18.4740882917466,258.420085731782,0,0,0,0,373.909016422643,41.0907732536421,0,37.5448217675596,38.7018131951851,0,0,307.345971563981,49.2363802142694,0,184.422110552764,76.3824671721842,26.0904202350129,0,15.0980668830253,39.7559535524503,0,0,54.2218543046358,0,0,205.837173579109,91.5312232677502,49.0060101710587,79.5631825273011,25.2951096121417,91.8944392082941,0,294.573643410853,0,0,42.4215642951834,38.9835402829916,22.9226361031519,49.0060101710587,0,0,0,31.3708637730984,212.621359223301,0,0
"MEG_3824|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA","MLS","MLS resistance MFS efflux pumps","MEFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16016640665627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_3827|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFB","MLS","MLS resistance MFS efflux pumps","MEFB",28.4013358501525,0,5.00980178610325,0,0,35.5149670218163,0,0,0,0,0,0,0,0,3.29457364341085,0,0,0,0,0,0,0,0,0,31.534263189812,0,6.06270569894336,0,0,0,0,0,0,0,0,0,0,3.83561643835616,0,0,0,0,0,0,0,5.08044030482642,0,0,0,0,0,48.2277745496804,5.51823416506718,33.0679730557257,0,0,0,0,30.0666167931317,0,0,12.2337059692048,0,0,0,0,0,0,35.678391959799,0,0,0,0,0,0,0,0,0,0,40.9626216077829,0,9.70873786407767,0,5.90219224283305,0,0,0,0,0,0,24.5451920300318,0,9.70873786407767,0,0,0,6.44606789858187,37.378640776699,0,0
"MEG_3842|Metals|Mercury_resistance|Mercury_resistance_protein|MERA","Mercury resistance","Mercury resistance protein","MERA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3176361957525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.911620294599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_3863|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD","Mercury resistance","Mercury resistance regulator","MERD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97755522409262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_3865|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD","Mercury resistance","Mercury resistance regulator","MERD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40933304922225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921416348558642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_3867|Metals|Mercury_resistance|Mercury_resistance_protein|MERE","Mercury resistance","Mercury resistance protein","MERE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26166631152781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23772541792813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_3874|Metals|Mercury_resistance|Mercury_resistance_protein|MERP","Mercury resistance","Mercury resistance protein","MERP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59436039491441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18221494817239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_3877|Metals|Mercury_resistance|Mercury_resistance_protein|MERP","Mercury resistance","Mercury resistance protein","MERP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284991628370917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_3883|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR","Mercury resistance","Mercury resistance regulator","MERR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03174941402088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_3893|Metals|Mercury_resistance|Mercury_resistance_protein|MERT","Mercury resistance","Mercury resistance protein","MERT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23361034164358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00109110747409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_395|Drugs|betalactams|Class_A_betalactamases|ACI","betalactams","Class A betalactamases","ACI",1.51009147669522,0,9.80178610324548,0,9.59488272921109,0,17.0255383074612,10.1855220080029,0,0,4.06955234924158,0,0,6.64451827242525,10.077519379845,14.5372314650299,6.760098928277,9.78473581213307,0,0,0,5.46913843312735,11.1363636363636,0,0,43.2943518288131,17.4952364455223,4.16253716551041,3.06919642857143,0,0,17.1698113207547,0,10.9323432343234,21.6816499206769,10.9676278082434,0,13.8812785388128,0,0,0,0,0,0,0,0,0,7.45440126883426,0,0,5.56792873051225,0,11.5163147792706,0,0,0,0,33.6490528414756,1.85244558441096,0,0,18.9833368487661,9.29452994057596,0,0,18.4834123222749,23.2505128789606,0,0,0,13.7422824138618,0,9.31282630167913,2.95217476874631,0,0,24.8344370860927,25.022945751413,0,0,0,5.54785020804438,0,17.9173693086003,9.89632422243167,0,0,0,0,5.30269553689792,12.1282125324863,24.8328557784145,5.54785020804438,0,0,0,0,0,0,0
"MEG_403|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRC","Drug and biocide resistance","Drug and biocide RND efflux pumps","ACRC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4559982953335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_4111|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCA","Multi-metal resistance","Multi-metal resistance protein","NCCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.250017756943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_4112|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCB","Multi-metal resistance","Multi-metal resistance protein","NCCB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9046097023936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_4113|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCC","Multi-metal resistance","Multi-metal resistance protein","NCCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0989416861993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG_4114|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|NCCH","Multi-metal resistance","Multi-metal resistance regulator","NCCH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52894381703246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
